id_oferta,titulo,descripcion,empresa,ubicacion,modalidad,categoria,salario_min,salario_max,url_oferta,fecha_publicacion,fuente,pais,idioma
5543528889,Mobile Vehicle Technician - Stevenage,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £40,170, with on-target earnings of up to £52,000 A guaranteed overtime option to increase your base salary, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for roadside rescue - but this isn’t that. Our Service, Maintenance & Repa…",RAC,"Digswell, Welwyn",,Engineering Jobs,40170.0,44385.0,https://www.adzuna.co.uk/jobs/land/ad/5543528889?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=35B23408E1F7416AB8EC8E9120FCD15E5DE16131,2025-12-15T22:12:11Z,adzuna,GB,en
5680439446,Primary Assistant Head Teacher,"£60,145 - £66,368  excellent benefits Please note: This is a specialist role within the primary phase of our school. ​ This role will commence in September 2026. Those Huge Small Victories Our Assistant Head Teachers are fulfilled by the idea of making even the smallest positive changes in our young people, so we celebrate the little things. There’s lots of ups and downs, and to some of our young people, sitting through a lesson can be a big win. We call these huge small victories and whilst th…",Witherslack Group,"Bermuda Park, Nuneaton",,Teaching Jobs,49412.31,49412.31,https://www.adzuna.co.uk/jobs/land/ad/5680439446?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=B2E5604A3AA9FF9933A4D1E76FF96955C18D7C64,2026-03-27T17:44:39Z,adzuna,GB,en
5702631564,Learning Mentor,"At OFG we give you time to enjoy those special moments and hobbies outside of work Job Title: Learning Mentor Location: New Barn School, Newbury, Berkshire, RG20 8HZ Salary: £23,638.00 per annum (£13.25 per hour) ( not pro rata ) Hours: 40 hours per week | Monday to Friday Contract: Permanent | Term Time Only Start: May 2026 UK applicants only. This role does not offer sponsorship. Are you passionate about supporting young people to succeed, grow in confidence, and reach their full potential? J…",Outcomes First Group,"Bucklebury, Reading",permanent,Teaching Jobs,23638.0,23638.0,https://www.adzuna.co.uk/jobs/land/ad/5702631564?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=20EF1D831FB813ADEE5ACCBE62E1E5DB1AE3EFFC,2026-04-17T15:36:27Z,adzuna,GB,en
5659620932,Mobile Mechanic,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £45,370 (inclusive of London Weighting Allowance, if applicable), with on-target earnings of up to £57,000 A guaranteed overtime option to increase your base salary, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for roadside resc…",RAC,"Well End, Borehamwood",,Engineering Jobs,40170.0,44385.0,https://www.adzuna.co.uk/jobs/land/ad/5659620932?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=8B313E8A9C143D919DB19295C76E910498D34216,2026-03-09T20:55:25Z,adzuna,GB,en
5543528919,Mobile Vehicle Technician - Stevenage,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £40,170, with on-target earnings of up to £52,000 A guaranteed overtime option to increase your base salary, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for roadside rescue - but this isn’t that. Our Service, Maintenance & Repa…",RAC,"Bygrave, Baldock",,Engineering Jobs,40170.0,44385.0,https://www.adzuna.co.uk/jobs/land/ad/5543528919?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=5958DBFEC9BD1A2BD88D4C7AA2D9BAB8FE85AA58,2025-12-15T22:12:12Z,adzuna,GB,en
5716061815,Mobile Vehicle Technician - Harlow,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £45,370 (inclusive of London Weighting Allowance, if applicable), with on-target earnings of up to £57,000 A guaranteed overtime option to increase your base salary to £44,385, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for ro…",RAC,"Walkern, Hertfordshire",,Engineering Jobs,45370.0,45370.0,https://www.adzuna.co.uk/jobs/land/ad/5716061815?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=2F9DB99056B06149175AEEC66B447AF09B573AD7,2026-05-01T18:29:13Z,adzuna,GB,en
5715043665,SEN Teacher with Science Specialism,"We believe in giving you more time to do the things you love outside of work Job Title: SEN Teacher with Science Speciliasm Location: Longdon Hall School, Lichfield, Staffordshire WS15 4PT Hours: 37.5 per week | Monday to Friday Salary: Up to £45,000.00 per annum (depending on experience, not pro rata) Contract: Permanent | Term Time Only Start: May 2026 UK applicants only – no sponsorship available About the Role As a SEN Teacher with Science Speciliasm, you will play a pivotal role in shaping…",Outcomes First Group,"Glascote, Tamworth",permanent,Teaching Jobs,0.0,45000.0,https://www.adzuna.co.uk/jobs/land/ad/5715043665?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=FFCCA23662D18703ED155AE680812CD7B2073D87,2026-05-01T02:15:05Z,adzuna,GB,en
5543528885,Mobile Mechanic,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £40,170, with on-target earnings of up to £52,000 A guaranteed overtime option to increase your base salary, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for roadside rescue - but this isn’t that. Our Service, Maintenance & Repa…",RAC,"Letchworth Garden City, Hertfordshire",,Engineering Jobs,40170.0,44385.0,https://www.adzuna.co.uk/jobs/land/ad/5543528885?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=605C44AD40A95427D7126C0EEF05F8AE3938209C,2025-12-15T22:12:11Z,adzuna,GB,en
5715041427,Nuclear Commissioning Project Leader – Mechanical (Reactor),"Job Title: Nuclear Commissioning Project Leader – Mechanical (Reactor) Location: Barrow-In-Furness, onsite Salary: Negotiable depending on experience You’re expected to have completed 12 months in role prior to applying for an advertised vacancy and you should also discuss the internal opportunity with your line manager to ensure sustained business continuity and to further support your career development. We know there may be exceptional individual circumstances that impact this, in the first …",BAE Systems,"The Hill, Millom",,Engineering Jobs,49489.6,49489.6,https://www.adzuna.co.uk/jobs/land/ad/5715041427?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=0F22DE59A20206E29C2B60DB105BD67AA8EACCD1,2026-05-01T02:14:44Z,adzuna,GB,en
5695740149,Mobile Vehicle Technician,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £40,170, with on-target earnings of up to £52,000 A guaranteed overtime option to increase your base salary to £44,385, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for roadside rescue - but this isn’t that. Our Service, Mainten…",RAC,"Hampton Poyle, Kidlington",,Engineering Jobs,40170.0,44385.0,https://www.adzuna.co.uk/jobs/land/ad/5695740149?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=D169D5829D9DE5B5A27571D95A7231F3B5374C67,2026-04-10T16:08:36Z,adzuna,GB,en
5715045769,Staff Nurse - Ward,"Job Advert Staff Nurse – Ward Part Time | Park Hill Hospital The role At Ramsay Health Care UK, we know our people are our most important asset. Join us as a Staff Nurse on our Ward team, and together, you’ll deliver the highest quality clinical outcomes in an environment where you’ll have ‘more time to care’. You’ll be valued for your skills and expertise, and have the chance to build on them through our Ramsay Academy too. We put the patient at the heart of everything we do – as our ‘Speaking…",Ramsay Health Care,"Sandtoft, Doncaster",,Healthcare & Nursing Jobs,38351.36,38351.36,https://www.adzuna.co.uk/jobs/land/ad/5715045769?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=009B9BCC966B1D427F14DFEA86023973D8573873,2026-05-01T02:15:27Z,adzuna,GB,en
5585482345,"SEN / SEND Tutor, Staffordshire","You can make a difference, be rewarded, and join our impact-driven community now - at Targeted Provision we change lives ! Multiple positions are available, hiring is ongoing, and interviews are being arranged as applications come in. We will contact you with nearby tutoring work within 45 minutes drive of the advertised location and/or within 45 minutes of the postcode you provide us. What makes this role right for you: We are working with Schools and Local Authorities in your area and are loo…",Targeted Provision Ltd,"Chase Terrace, Burntwood",,Teaching Jobs,58240.0,72800.0,https://www.adzuna.co.uk/jobs/land/ad/5585482345?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=6DCB4CE88157C14E7E94CF754F503E262B1AD906,2026-01-15T02:27:45Z,adzuna,GB,en
5715045462,Market Research Interviewer - Car Required - Part Time,"A Day in the Life of an Ipsos Field Market Research Interviewer Imagine it: It’s Wednesday afternoon. You’ve enjoyed your day, and now it’s time for your shift as a Field Market Research Interviewer! You’re heading out for a scheduled 6-hour shift (starting around 1 or 2pm), one of three you’ve pre-booked for the week, consisting of weekdays and weekends between the hours of 9am and 8pm. You hop in your car - you’ll need that, business insurance and a valid driver’s licence for this job - and h…",Ipsos,"Manchester, Greater Manchester",,Part time Jobs,14.0,14.0,https://www.adzuna.co.uk/jobs/land/ad/5715045462?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=A00970026F2E70E234EB2C2904D07E3F642EB88D,2026-05-01T02:15:24Z,adzuna,GB,en
5688827411,Principal Engineer – Electrical Engineering (Power),"Job Title: Principal Engineer – Electrical Engineering (Power) Location: : Barrow-in-Furness / Filton – (Hybrid -2 days a fortnight (Barrow), or 1 day a week(Filton) dependent on business needs. We offer a range of hybrid and flexible working arrangements – please speak to your recruiter about the options for this particular role Salary: £47,241 (Commensurate with skills and experience) Who we are: Join BAE Systems and you’ll be part of something bigger. As a valued member of our global colleag…",BAE Systems,"Canal Foot, Ulverston",,Engineering Jobs,48289.86,48289.86,https://www.adzuna.co.uk/jobs/land/ad/5688827411?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=0955B01B3DF377777267103D8AAD3D305336BAEF,2026-04-03T18:27:29Z,adzuna,GB,en
5698436833,Mobile Mechanic,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £45,370 (inclusive of London Weighting Allowance, if applicable), with on-target earnings of up to £57,000 A guaranteed overtime option to increase your base salary to £44,385, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for ro…",RAC,"Lane End, Dartford",,Engineering Jobs,45370.0,45370.0,https://www.adzuna.co.uk/jobs/land/ad/5698436833?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=4889FFFD87013AE63606C24AEFA77005324418A3,2026-04-13T22:46:19Z,adzuna,GB,en
5585482430,"SEN / SEND Tutor, West Yorkshire","You can make a difference, be rewarded, and join our impact-driven community now - at Targeted Provision we change lives ! Multiple positions are available, hiring is ongoing, and interviews are being arranged as applications come in. We will contact you with nearby tutoring work within 45 minutes drive of the advertised location and/or within 45 minutes of the postcode you provide us. What makes this role right for you: We are working with Schools and Local Authorities in your area and are loo…",Targeted Provision Ltd,"Hunsworth, Cleckheaton",,Teaching Jobs,58240.0,72800.0,https://www.adzuna.co.uk/jobs/land/ad/5585482430?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=5852F1F666BFE84B7EB20DDF8EB9C5142C331552,2026-01-15T02:27:47Z,adzuna,GB,en
5715043765,SENDCo,"We believe in giving you more time to do the things you love outside of work! Job Title: SENCo Location: Avonside School, Bristol BS4 5PS Hours: 40 per week | Monday to Friday | 8.00am – 4.00pm Salary: Up to £52,000 per annum (dependant on experience, not pro rata) Contract: Permanent | Term Time Only Start: May 2026 UK applicants only – no sponsorship available About the Role The SENCo plays a strategic and operational leadership role in ensuring that pupils with Special Educational Needs and …",Outcomes First Group,"Brislington, Bristol",permanent,Teaching Jobs,0.0,52000.0,https://www.adzuna.co.uk/jobs/land/ad/5715043765?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=FD430EBAD84C5FE6D14118A1E014ACE191AEBDE7,2026-05-01T02:15:05Z,adzuna,GB,en
5652417540,Welder,"Job Title: Welder Location: Glasgow, Govan and Scotstoun, Onsite – Must be able to attend a recruitment day in Glasgow Salary: £38,662 – plus 33% shift allowance where applicable Shift Pattern: Days – Mon-Thurs, 07:00-16:30, Nights – Mon-Thurs 20:30-06:00, Weekends – Fri-Sun, 07:00-19:30 Requirements: Modern Apprenticeship / Trade Papers must be provided when submitting your application Who we are: Join BAE Systems and you’ll be part of something bigger. As a valued member of our global colleag…",BAE Systems,"Waterloo, Wishaw",,Engineering Jobs,36396.57,36396.57,https://www.adzuna.co.uk/jobs/land/ad/5652417540?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=881C423B8F643DB023BD0A6E836CD8661BC0BF28,2026-03-03T13:57:52Z,adzuna,GB,en
5715768166,Mobile Vehicle Technician,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £45,370 (inclusive of London Weighting Allowance, if applicable), with on-target earnings of up to £57,000 A guaranteed overtime option to increase your base salary, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for roadside resc…",RAC,"Streatham Park, South West London",,Engineering Jobs,40170.0,44385.0,https://www.adzuna.co.uk/jobs/land/ad/5715768166?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=219AA2778B32ED4B7D30F28A48800EFB2B724A2A,2026-05-01T11:21:55Z,adzuna,GB,en
5715576208,Nursery Practitioner Level 3,"Role Overview: Join Our Team at Busy Bees – Leading Nursery Group in the UK As an Early Years Educator, you will play a leading role in fostering the intellectual, social, and emotional development of children at Busy Bees. Join a company that values high-quality education and provides ample growth opportunities. About Us Busy Bees is the UK's leading nursery group, with nearly 400 nurseries across the UK and more overseas. We are dedicated to giving every child the best start in life and are p…",Busy Bees,"Newton Hill, Wakefield",,Teaching Jobs,27872.0,27872.0,https://www.adzuna.co.uk/jobs/land/ad/5715576208?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=B2B18952481B69099ACE154F7EA5FF86CEFCE146,2026-05-01T08:25:41Z,adzuna,GB,en
5715045560,Market Research Interviewer - Car Required - Part Time,"A Day in the Life of an Ipsos Field Market Research Interviewer Imagine it: It’s Wednesday afternoon. You’ve enjoyed your day, and now it’s time for your shift as a Field Market Research Interviewer! You’re heading out for a scheduled 6-hour shift (starting around 1 or 2pm), one of three you’ve pre-booked for the week, consisting of weekdays and weekends between the hours of 9am and 8pm. You hop in your car - you’ll need that, business insurance and a valid driver’s licence for this job - and h…",Ipsos,"Dickens Heath, Shirley",,Part time Jobs,14.0,14.0,https://www.adzuna.co.uk/jobs/land/ad/5715045560?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=21E52977D76F31013843096367F6E1B13002B64D,2026-05-01T02:15:25Z,adzuna,GB,en
5615789396,Mobile Vehicle Technician - Milton Keynes,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £40,170, with on-target earnings of up to £52,000 A guaranteed overtime option to increase your base salary, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for roadside rescue - but this isn’t that. Our Service, Maintenance & Repa…",RAC,"Kingston, Milton Keynes",,Engineering Jobs,40170.0,44385.0,https://www.adzuna.co.uk/jobs/land/ad/5615789396?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=D09F9313ADFCC3F01C7C50D1D2E71AE543709122,2026-02-05T17:38:27Z,adzuna,GB,en
5688155941,Gopuff Delivery Drivers or Riders - Flexible Schedule,"Earn what you want, when you want! Become a Gopuff Delivery Partner and take control of your schedule. Deliver with your own vehicle, on your own time – and get paid weekly. Whether you’re new to delivery or an experienced courier, you’re welcome at Gopuff. What’s in it for you? Competitive pay – earn around the clock. Flexible hours – work when it suits you. Weekly payments – straight to your bank account. Stay comfortable – wait indoors for your next order. 24/7 support – our Live Ops team is…",Gopuff,"Stonebridge, North West London",,Travel Jobs,37114.42,37114.42,https://www.adzuna.co.uk/jobs/land/ad/5688155941?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=8471FABED86A8D11FFBBF70DC1B94C66956DFC51,2026-04-03T03:05:05Z,adzuna,GB,en
5711544428,Care Assistant Bognor,"Care Assistant Bognor Care Assistant All Care (GB) Limited — Caring With Compassion, Every Day About Us At All Care (GB) Limited, we know that exceptional care is built on kindness, connection, and genuine human moments. Our carers don’t just support people — they brighten days, build trust, and help individuals live safely and independently in the comfort of their own homes. Whether you’re experienced in the care sector or stepping into care for the first time, if you’re compassionate, reliabl…",All Care,"Goose Green, Pulborough",,Social work Jobs,13.0,13.0,https://www.adzuna.co.uk/jobs/land/ad/5711544428?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=DA99603A1C00A862E612601AA21B1EEF6FEC95BE,2026-04-27T13:20:40Z,adzuna,GB,en
5601863884,Welder,"Job Title: Welder Location: Glasgow, Govan and Scotstoun, Onsite – Must be able to attend a recruitment day in Glasgow Salary: £38,662 – plus 33% shift allowance where applicable Shift Pattern: Days – Mon-Thurs, 07:00-16:30, Nights – Mon-Thurs 20:30-06:00, Weekends – Fri-Sun, 07:00-19:30 Requirements: Modern Apprenticeship / Trade Papers must be provided when submitting your application Who we are: Join BAE Systems and you’ll be part of something bigger. As a valued member of our global colleag…",BAE Systems,"Edinburgh City Centre, Edinburgh",,Engineering Jobs,37288.76,37288.76,https://www.adzuna.co.uk/jobs/land/ad/5601863884?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=F12CB2B2ECB9A17D204E2A30CA8A517BDEDDE43D,2026-01-27T14:42:13Z,adzuna,GB,en
5706175755,Engineering Design Officer,"Job Title: Engineering Design Officer Location: Portsmouth Broad Oak – Hybrid working with 1/2 days weekly onsite We offer a range of hybrid and flexible working arrangements – please speak to your recruiter about the options for this particular role Salary: Circa £46,000 dependent on skills and experiences Who we are: Join BAE Systems and you’ll be part of something bigger. As a valued member of our global colleague network, you’ll bring your unique skills and perspectives to help pioneer prog…",BAE Systems,"Wootton Bridge, Ryde",,Engineering Jobs,42138.93,42138.93,https://www.adzuna.co.uk/jobs/land/ad/5706175755?se=oAm2e4pH8RGSdISXQQQjPQ&utm_medium=api&utm_source=aa178fc6&v=17B9475CD27BF24E9CAC16D92029DBB872DE1B1A,2026-04-21T13:38:39Z,adzuna,GB,en
