id_oferta,titulo,descripcion,empresa,ubicacion,modalidad,categoria,salario_min,salario_max,url_oferta,fecha_publicacion,fuente,pais,idioma,skills_encontradas,num_skills,skills_por_categoria
5709945987,Deputy Headteacher,"We believe in giving you more time to do the things you love outside of work Job Title: Deputy Headteacher Location: Orchard Manor, Near Kings Lynn, Downham Market, PE34 3HT Hours: 40 per week | Monday to Friday Salary: Up to £57,000 per annum (depending on experience, not pro rata) Contract: Permanent | 52 Weeks Start: May 2026 UK applicants only – no sponsorship available About the Role As Deputy Headteacher, you will play a pivotal role in shaping and delivering a high-quality, inclusive edu…",Outcomes First Group,"Stow Bardolph, King's Lynn",permanent,Teaching Jobs,0.0,57000.0,https://www.adzuna.co.uk/jobs/land/ad/5709945987?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=006B2C137A54F6585BDC2F68BB395EDA53E7BD4D,2026-04-25T03:30:03Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5659620917,Mobile Vehicle Technician - Watford,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £45,370 (inclusive of London Weighting Allowance, if applicable), with on-target earnings of up to £57,000 A guaranteed overtime option to increase your base salary, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for roadside resc…",RAC,"Eastcote, Pinner",,Engineering Jobs,40170.0,44385.0,https://www.adzuna.co.uk/jobs/land/ad/5659620917?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=66F9FFD52DE9B3AA928FA9E33EA31449379D7C12,2026-03-09T20:55:24Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5715045730,Field Interviewer - Car Required – Part Time,"A Day in the Life of an Ipsos Field Market Research Interviewer Imagine it: It’s Wednesday afternoon. You’ve enjoyed your day, and now it’s time for your shift as a Field Market Research Interviewer! You’re heading out for a scheduled 6-hour shift (starting around 1 or 2pm), one of three you’ve pre-booked for the week, consisting of weekdays and weekends between the hours of 9am and 8pm. You hop in your car - you’ll need that, business insurance and a valid driver’s licence for this job - and h…",Ipsos,"Wrexham, Wales",,Part time Jobs,14.0,14.0,https://www.adzuna.co.uk/jobs/land/ad/5715045730?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=A7A88E78852416F2B0FD286440387DE5E981D265,2026-05-01T02:15:26Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5715576181,Field Market Research Interviewer | Part‑Time | Paid per Shift,"Field Market Research Interviewer | Part ‑Time, Flexible | Paid per Shift Join Ipsos and step into a role where every shift takes you on the move. As a Field Market Research Interviewer, you’ll travel on local bus routes and speak with passengers to help improve public transport across the UK. A Day in the Life You start your shift by heading to your assigned bus route or stop. Equipped with your Ipsos tablet, forms, and ID badge, you hop on the bus and begin your journey. As the bus travels th…",Ipsos,"Winsley, Bradford-On-Avon",,"PR, Advertising & Marketing Jobs",27559.25,27559.25,https://www.adzuna.co.uk/jobs/land/ad/5715576181?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=5DD2E4F4F61906EA628ED518DBE7F44BBFB21641,2026-05-01T08:25:41Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5655369758,Delivery Driver - Andover,"Join Ocado Logistics where there are bags of possibilities (earning on average £29,300 per annum, including paid breaks). Love being on the move and interacting with people from all walks of life? Proud to deliver quality goods on time and put a smile on thousands of faces every week? It’s our mission to provide an outstanding customer experience. Whilst others might call you delivery drivers, here at Ocado Logistics our Customer Service Team Members play a vital role, delivering top quality pr…",Ocado Logistics,"Cliddesden, Basingstoke",permanent,Logistics & Warehouse Jobs,29.0,29.0,https://www.adzuna.co.uk/jobs/land/ad/5655369758?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=46D392FE68EF3738FF9D22ADB347F3A031313D27,2026-03-05T20:24:39Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5715575976,006 - Customer Service Representative - Virgin Money (CYBG),"Customer Expert At Teleperformance, we deliver an outstanding customer experience, at every single opportunity, as a result of our commitment, passion and dedication to excellence. You will be taking inbound calls on behalf of our prestigious banking client Virgin Money. Start Date : 7 July 2026 Salary : £26,436.80 per annum Location :Glasgow Cuprum Building, Argyle Street, Glasgow - THIS IS NOT A WORK FROM HOME ROLE Shifts : Monday to Saturday between 7.00 am and 9.30 pm, Sunday 10.00 - 5.00 p…",Teleperformance,"Kilbarchan, Johnstone",contract,Customer Services Jobs,35220.56,35220.56,https://www.adzuna.co.uk/jobs/land/ad/5715575976?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=03BAC4C0430C1E0A91233977DDFE84BEB60EB4F3,2026-05-01T08:25:27Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5716061819,Mobile Vehicle Technician - Harlow,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £45,370 (inclusive of London Weighting Allowance, if applicable), with on-target earnings of up to £57,000 A guaranteed overtime option to increase your base salary to £44,385, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for ro…",RAC,"Church Langley, Harlow",,Engineering Jobs,45370.0,45370.0,https://www.adzuna.co.uk/jobs/land/ad/5716061819?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=D0053F89A501C6FF1D75B073B240DC8BE38731AB,2026-05-01T18:29:13Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5716314227,VAT Manager,"Description Network Plus is seeking a VAT Manager. The successful candidate will lead the VAT compliance process including the below points. We would be open to either a full or part-time working pattern. Key Responsibilities Hands on preparation and submission of VAT returns (monthly and quarterly), including data extraction, cleansing, and manipulation from raw ERP reports. Management of VAT forecasts and overseeing all related VAT payments to HMRC. Completion of all balance sheet reconciliat…",Network Plus,"Swinley, Wigan",,Accounting & Finance Jobs,48644.11,48644.11,https://www.adzuna.co.uk/jobs/land/ad/5716314227?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=1FE86373998BAB8AA345F24D081265E906972355,2026-05-02T00:31:37Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5695740135,Mobile Vehicle Technician - Maidstone,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £40,170, with on-target earnings of up to £52,000 A guaranteed overtime option to increase your base salary, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for roadside rescue - but this isn’t that. Our Service, Maintenance & Repa…",RAC,"Chequers Centre, Maidstone",,Engineering Jobs,40170.0,44385.0,https://www.adzuna.co.uk/jobs/land/ad/5695740135?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=1BDF39FE08B3AEC7F6335EEDD158842C70CE1BD2,2026-04-10T16:08:36Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5716061727,Mobile Vehicle Technician - Barnet,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £45,370 (inclusive of London Weighting Allowance, if applicable), with on-target earnings of up to £57,000 A guaranteed overtime option to increase your base salary to £44,385, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for ro…",RAC,"Ash Vale, Aldershot",,Engineering Jobs,45370.0,45370.0,https://www.adzuna.co.uk/jobs/land/ad/5716061727?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=EAEB52EDC69950ABEA02F9264CD20000ECAD41C4,2026-05-01T18:29:09Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5702936006,Commercial Tyre Technician - Mobile,"£40,000 - £60,000 OTE (comprising of salary, bonus, overtime & callout rates) Uncapped bonus scheme, including Overtime & Call-out rates Mobile role – Van, Tools & PPE provided Monday to Saturday, (12.00 finish Saturday) Are you an experienced Commercial Vehicle Tyre Fitter looking for the next step in your career? If so, then look no further - apply today to the UK’s largest Automotive service, maintenance and repair business. We offer great career opportunities, benefits, and an uncapped bonu…",Halfords,"Manchester Science Park, Manchester",,Engineering Jobs,40000.0,60000.0,https://www.adzuna.co.uk/jobs/land/ad/5702936006?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=911CA09EA5D81E1DC382432653467DB3F3756054,2026-04-17T21:40:05Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5651321390,Mobile Mechanic,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £40,170, with on-target earnings of up to £52,000 A guaranteed overtime option to increase your base salary, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm, and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for roadside rescue - but this isn’t that. Our Service, Maintenance & Repa…",RAC,"Wymington, Rushden",,Engineering Jobs,40170.0,44385.0,https://www.adzuna.co.uk/jobs/land/ad/5651321390?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=B4C3370B059121E7D679B6C3E163C17361F7E075,2026-03-02T13:47:18Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5585482569,"SEN / SEND Tutor, Lancashire","You can make a difference, be rewarded, and join our impact-driven community now - at Targeted Provision we change lives ! Multiple positions are available, hiring is ongoing, and interviews are being arranged as applications come in. We will contact you with nearby tutoring work within 45 minutes drive of the advertised location and/or within 45 minutes of the postcode you provide us. What makes this role right for you: We are working with Schools and Local Authorities in your area and are loo…",Targeted Provision Ltd,"Heapey, Chorley",,Teaching Jobs,58240.0,72800.0,https://www.adzuna.co.uk/jobs/land/ad/5585482569?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=CEB8D035AA91B4364E3BC445AE2B809113249927,2026-01-15T02:27:50Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5715928688,Field Market Research Interviewer | Part‑Time | Paid per Shift,"Field Market Research Interviewer | Part ‑Time, Flexible | Paid per Shift Join Ipsos and step into a role where every shift takes you on the move. As a Field Market Research Interviewer, you’ll travel on local bus routes and speak with passengers to help improve public transport across the UK. A Day in the Life You start your shift by heading to your assigned bus route or stop. Equipped with your Ipsos tablet, forms, and ID badge, you hop on the bus and begin your journey. As the bus travels th…",Ipsos,"Prenton, Merseyside",,"PR, Advertising & Marketing Jobs",27194.21,27194.21,https://www.adzuna.co.uk/jobs/land/ad/5715928688?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=1FAECDDDE771A7EF6C139BD10850547F2115C30D,2026-05-01T14:24:36Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5673126748,Mobile Mechanic,"Join the RAC as a Mobile Vehicle Technician in our SMR Division - a new era of mobile repair. A competitive base salary of £40,170, with on-target earnings of up to £52,000 A guaranteed overtime option to increase your base salary to £44,385, plus additional overtime and bonus opportunities 40 hours per week, with core hours from 8:30 am to 5:00 pm , and 1 in 4 Saturdays. A Different Kind of RAC Role: Welcome to SMR The RAC is known for roadside rescue - but this isn’t that. Our Service, Mainte…",RAC,"Grove, Leighton Buzzard",,Engineering Jobs,40170.0,44385.0,https://www.adzuna.co.uk/jobs/land/ad/5673126748?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=EA6142FE6C6D0F2660CF0303C3C8CDC07F1919C5,2026-03-20T14:19:19Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5715043599,Teacher,"We put wellbeing first by giving our teams more time to recharge Job Title: Teacher (Informal/Semi-formal/Formal Pathways) Location: Stretton Shires School, Stretton, Rutland, LE15 7GT Hours: 37.5 per week | Monday–Friday | 8:30am – 4:30pm Salary: up to £42,500 per annum (depending on experience, not pro rata) Contract: Permanent | Term Time Only Start: September 2026 UK applicants only – no sponsorship available About the Role Stretton Shires School is entering an exciting period of growth, an…",Outcomes First Group,"Thorney, Peterborough",permanent,Teaching Jobs,0.0,42500.0,https://www.adzuna.co.uk/jobs/land/ad/5715043599?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=90C6FE2074B590D05EB47BE5DA281BB408BEC9EF,2026-05-01T02:15:04Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5702631567,Learning Mentor,"At OFG we give you time to enjoy those special moments and hobbies outside of work Job Title: Learning Mentor Location: New Barn School, Newbury, Berkshire, RG20 8HZ Salary: £23,638.00 per annum (£13.25 per hour) ( not pro rata ) Hours: 40 hours per week | Monday to Friday Contract: Permanent | Term Time Only Start: May 2026 UK applicants only. This role does not offer sponsorship. Are you passionate about supporting young people to succeed, grow in confidence, and reach their full potential? J…",Outcomes First Group,"Coscote, Didcot",permanent,Teaching Jobs,23638.0,23638.0,https://www.adzuna.co.uk/jobs/land/ad/5702631567?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=9CDCC4B9DA51DF0FF92CDABAC134B97EEA097F29,2026-04-17T15:36:27Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5714573825,Care Assistant (Botley Area),"Care Assistant (Botley Area) £250 Welcome Bonus All‑Care Southampton provides tailored home‑care services designed to help people live fulfilling and independent lives. Our compassionate, highly trained care assistants deliver safe, high‑quality care we would trust for our own families. £13.53/hr Flexible Shift Patterns Available (Full-time, Part-time, Evenings & Weekends) Why Join All‑Care? £13.53 per hour weekdays Flexible shifts: mornings, evenings, weekends, part‑time or full‑time Clustered…",All Care,"Hilsea, Portsmouth",,Social work Jobs,13.0,13.0,https://www.adzuna.co.uk/jobs/land/ad/5714573825?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=5FB91C189A84156159C854FE0D78A7896A991244,2026-04-30T17:13:33Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5703227710,Sister/Charge Nurse - Theatre,"Job Description Sister/Charge Nurse - Theatre North Downs Hospital Full Time - 37.5 Hours per week The role At Ramsay Health Care UK, we know our people are our most important asset. Join our Theatre department as a Theatre Sister/Charge Nurse, and support on our journey of ‘people caring for people’. You’ll have the best facilities – many of our theatres have laminar airflow systems and state of the art integrated theatre technology. Where you'll be based North Downs Hospital, Caterham What yo…",Ramsay Health Care,"North Holmwood, Dorking",,Healthcare & Nursing Jobs,46024.84,46024.84,https://www.adzuna.co.uk/jobs/land/ad/5703227710?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=E10C593DFFA74FF00FCA16E2A2984A59645416A8,2026-04-18T03:40:26Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5716061525,Principal Engineer – Electrical Engineering (HV),"Job Title: Principal Engineer – Electrical Engineering (HV) Location: Barrow – Hybrid – 3 days per week on site (Dependent on business needs) We offer a range of hybrid and flexible working arrangements – please speak to your recruiter about the options for this particular role Salary: £45,628 – £61,500 (Commensurate with skills and experience) Who we are: Join BAE Systems and you’ll be part of something bigger. As a valued member of our global colleague network, you’ll bring your unique skills…",BAE Systems,"Flookburgh, Grange-Over-Sands",,Engineering Jobs,50504.16,50504.16,https://www.adzuna.co.uk/jobs/land/ad/5716061525?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=7B04A0332158FFF94B4150F3411F0F832E462643,2026-05-01T18:29:01Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5702631562,Learning Mentor,"At OFG we give you time to enjoy those special moments and hobbies outside of work Job Title: Learning Mentor Location: New Barn School, Newbury, Berkshire, RG20 8HZ Salary: £23,638.00 per annum (£13.25 per hour) ( not pro rata ) Hours: 40 hours per week | Monday to Friday Contract: Permanent | Term Time Only Start: May 2026 UK applicants only. This role does not offer sponsorship. Are you passionate about supporting young people to succeed, grow in confidence, and reach their full potential? J…",Outcomes First Group,"Stanley, Chippenham",permanent,Teaching Jobs,23638.0,23638.0,https://www.adzuna.co.uk/jobs/land/ad/5702631562?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=3FB591A797BB5A54D03D9DF8307B6D1A736467FB,2026-04-17T15:36:27Z,adzuna,GB,en,[],0,"{""blandas"": [], ""tecnicas"": [], ""conocimientos"": [], ""destrezas"": []}"
5384966121,MOT Tester,"£35,000 - £37,000 per annum Average uncapped bonus of £5,800 per annum (with potential to earn more) 5 days a week ( Saturdays on rota basis, closed on Sundays and Bank Holidays) Earn extra with our refer a friend scheme – T&C’s Apply This is a really exciting time to join our Halfords Garage Services team. You will be working at one of our new Fusion centres; it will be upgraded with the latest facilities to lead the way in providing a first-class customer experience and a great working enviro…",Halfords,"Ducklington, Witney",,Engineering Jobs,35000.0,37000.0,https://www.adzuna.co.uk/jobs/land/ad/5384966121?se=-jeZCYxH8RGrz_gY8KlfVw&utm_medium=api&utm_source=aa178fc6&v=D20F237E3B2486376E295D2D95547685B2244636,2025-09-05T18:33:53Z,adzuna,GB,en,"[""C""]",1,"{""blandas"": [], ""tecnicas"": [""C""], ""conocimientos"": [], ""destrezas"": []}"
